strategy,parent_id,parent_label,x_obs_source,n_good,n_bad,n_eff_good,n_eff_bad,n_eff_min,dor,ci_low,ci_high,ci_width
fscs_60,00000000000000000626,built_loss,test_site,60,60,20.125335389924924,16.019670738009705,16.019670738009705,0.49412914436074085,0.4592352009934867,0.5151688678775417,0.05593366688405499
fscs_60,0000000000000000062a,built_loss,test_site,60,60,20.0236887869265,15.519845422950072,15.519845422950072,0.6006189529036154,0.55859667623633,0.6711537785508683,0.1125571023145383
fscs_60,00000000000000000636,built_loss,test_site,60,60,28.202194074169228,12.340138475570905,12.340138475570905,0.5358774440014115,0.4040798741190429,0.6296627535917907,0.2255828794727478
fscs_60,0000000000000000064a,built_loss,test_site,60,60,29.244713446607914,1.8240576279159415,1.8240576279159415,0.28573992218827104,0.26214010162998863,0.3150216817217403,0.052881580091751645
fscs_60,0000000000000000064d,built_loss,test_site,60,60,26.43803646003914,8.83545390423839,8.83545390423839,0.4180194578567392,0.37592728489246435,0.4708292027937887,0.09490191790132435
fscs_60,00000000000000000694,built_loss,test_site,60,60,24.300492650536135,12.935377774676095,12.935377774676095,0.3892232686044595,0.35416497574807854,0.40666360961957115,0.05249863387149262
fscs_60,0000000000000000069d,built_loss,test_site,60,60,21.26217806948222,16.623914022434008,16.623914022434008,0.6542499741681623,0.6140240200878863,0.7104787510164945,0.09645473092860823
fscs_60,000000000000000006b7,built_loss,test_site,60,60,25.548981527226715,12.657331249480498,12.657331249480498,0.4832438775444161,0.4452999831937834,0.5134423498214162,0.06814236662763284
fscs_60,000000000000000006df,built_loss,test_site,60,60,26.12613376421627,10.30935856225215,10.30935856225215,0.23406571210658286,0.1972592227996531,0.34111189102836736,0.14385266822871426
fscs_60,000000000000000006e3,built_loss,test_site,60,60,24.518579983572245,15.378380411308804,15.378380411308804,0.4616584626146765,0.40654464380659655,0.5170296281516434,0.11048498434504689
fscs_60,00000000000000000011,crop_loss,test_site,60,60,23.114247158473013,21.282768277889907,21.282768277889907,0.7910220925538831,0.5388252175800152,0.8620335897881173,0.32320837220810206
fscs_60,0000000000000000002b,crop_loss,test_site,60,60,23.09063241233315,22.504549817864994,22.504549817864994,0.2447570673521569,0.16742281163859069,0.3302736357304653,0.16285082409187462
fscs_60,0000000000000000003a,crop_loss,test_site,60,60,24.4970004791952,27.299243542111203,24.4970004791952,0.3102867161963626,0.25432939344591093,0.3427948303205403,0.08846543687462938
fscs_60,0000000000000000009b,crop_loss,test_site,60,60,17.472245360663894,8.50303506368275,8.50303506368275,0.49667389166379855,0.48670498678686513,0.5127081221177485,0.026003135330883387
fscs_60,000000000000000000a8,crop_loss,test_site,60,60,29.559321725030014,13.367520772237587,13.367520772237587,0.20064944254940426,0.17522685647250036,0.2290406043808649,0.053813747908364545
fscs_60,000000000000000000da,crop_loss,test_site,60,60,13.804887000525529,28.297156501196067,13.804887000525529,0.7524584478130537,0.7161858534559887,0.7774478143140648,0.061261960858076114
fscs_60,000000000000000000e3,crop_loss,test_site,60,60,22.09167346131652,24.127385722224286,22.09167346131652,0.4571358807793702,0.3976385744120478,0.50528101652265,0.1076424421106022
fscs_60,000000000000000000e9,crop_loss,test_site,60,60,23.12585143697555,2.508342210217166,2.508342210217166,0.3792402610525676,0.3187886673853921,0.4508702586550947,0.13208159126970265
fscs_60,0000000000000000011b,crop_loss,test_site,60,60,29.455032023991297,15.850202907610656,15.850202907610656,0.480736763208347,0.46027225636182545,0.4979753968125825,0.03770314045075707
fscs_60,00000000000000000128,crop_loss,test_site,60,60,15.028248247566587,19.13310682333112,15.028248247566587,0.532092605800236,0.5170943548042477,0.5526750213209606,0.03558066651671288
fscs_60,0000000000000000016c,crop_loss,test_site,60,60,22.884335103750285,22.19376602298761,22.19376602298761,0.45980479168544924,0.4161486235902242,0.5154368426964671,0.09928821910624286
fscs_60,00000000000000000196,crop_loss,test_site,60,60,27.58789079160791,15.467484834293113,15.467484834293113,0.27084214011928476,0.2285276351617179,0.3072425235332014,0.07871488837148352
fscs_60,000000000000000001a6,crop_loss,test_site,60,60,26.15137031304921,17.314952877473342,17.314952877473342,0.29742056402737527,0.20079279074561285,0.34183308918039407,0.14104029843478122
fscs_60,000000000000000001e4,crop_loss,test_site,60,60,17.56170701916551,25.441310588904237,17.56170701916551,0.4853720176954775,0.44536679240692495,0.5234645075955989,0.07809771518867398
fscs_60,000000000000000001f9,crop_loss,test_site,60,60,20.40562084478017,22.021719383555816,20.40562084478017,0.3915065492151605,0.36495502865590423,0.529002820720698,0.1640477920647938
fscs_60,00000000000000000228,crop_loss,test_site,60,60,27.850624299724313,13.168272359572269,13.168272359572269,0.4826691203090803,0.35125250622427096,0.5925068509617764,0.2412543447375054
fscs_60,0000000000000000028c,crop_loss,test_site,60,60,20.116291509207837,2.572845583080413,2.572845583080413,0.3015888950430844,0.23744374798811513,0.33826152428180395,0.10081777629368882
fscs_60,0000000000000000028d,crop_loss,test_site,60,60,25.62849911102913,16.526002061625974,16.526002061625974,0.6497621712308795,0.5982484022170488,0.7287188355848677,0.13047043336781894
fscs_60,00000000000000000291,crop_loss,test_site,60,60,24.40762214949261,7.246350737393549,7.246350737393549,0.8867995032348822,0.8713491937890923,0.8998700652860616,0.028520871496969358
fscs_60,000000000000000002c5,crop_loss,test_site,60,60,23.83776943656001,13.537596269802036,13.537596269802036,0.3481931192875544,0.2785973967677099,0.3978362398199888,0.11923884305227889
fscs_60,000000000000000002cc,crop_loss,test_site,60,60,27.07872062835818,9.678900717416148,9.678900717416148,0.3697285677477945,0.2555125133872078,0.5187666357348875,0.26325412234767964
fscs_60,000000000000000002dc,crop_loss,test_site,60,60,25.050910151181295,19.67447159464878,19.67447159464878,0.6595627450705529,0.5829443635402494,0.7069422550439178,0.12399789150366847
fscs_60,000000000000000002e4,crop_loss,test_site,60,60,18.3068828401673,22.858310912515236,18.3068828401673,0.2974521005867468,0.23585155730326687,0.3459901587388391,0.11013860143557222
fscs_60,000000000000000002ec,crop_loss,test_site,60,60,20.18525434461066,21.292296247481364,20.18525434461066,0.5296944365664856,0.4707684424439508,0.5826451664439526,0.11187672400000181
